,entity_id,sex,age_cat,race,priors_count,c_charge_degree,label_value
2115,3232,Female,Greater than 45,African-American,0,F,0
2116,3234,Male,25 - 45,Caucasian,8,F,0
2117,3236,Male,25 - 45,African-American,12,F,1
2118,3237,Male,25 - 45,Caucasian,0,M,0
2119,3238,Male,25 - 45,African-American,11,F,1
2120,3240,Female,25 - 45,African-American,5,F,0
2121,3242,Male,Less than 25,African-American,2,F,0
2122,3243,Female,Greater than 45,African-American,1,F,1
2123,3246,Male,25 - 45,Caucasian,0,M,0
2124,3247,Male,25 - 45,Caucasian,1,F,0
2125,3248,Male,Greater than 45,Caucasian,11,F,1
2126,3250,Male,Greater than 45,Caucasian,2,F,0
2127,3255,Male,Greater than 45,African-American,4,M,0
2128,3259,Female,Greater than 45,Native American,15,F,1
2129,3260,Male,Greater than 45,African-American,21,F,1
2130,3261,Female,Greater than 45,Caucasian,1,F,0
2131,3262,Female,25 - 45,African-American,9,M,1
2132,3265,Female,Greater than 45,Caucasian,0,F,0
2133,3267,Male,25 - 45,African-American,0,M,0
2134,3268,Male,25 - 45,Caucasian,5,M,1
2135,3270,Male,Less than 25,African-American,1,F,1
2136,3272,Male,25 - 45,African-American,26,F,1
2137,3273,Male,Less than 25,African-American,1,F,1
2138,3274,Male,Less than 25,African-American,0,F,0
2139,3278,Male,25 - 45,African-American,4,F,1
2140,3280,Female,25 - 45,African-American,3,F,1
2141,3281,Male,25 - 45,Caucasian,3,F,1
2142,3283,Male,Greater than 45,Caucasian,0,M,0
2143,3284,Male,25 - 45,Caucasian,11,F,1
2144,3285,Male,Greater than 45,African-American,5,F,1
2145,3286,Male,25 - 45,Other,4,M,1
2146,3287,Male,Less than 25,African-American,1,F,1
2147,3288,Male,25 - 45,African-American,18,F,1
2148,3289,Male,25 - 45,African-American,15,F,0
2149,3290,Male,25 - 45,African-American,0,F,0
2150,3291,Male,25 - 45,African-American,8,M,1
2151,3292,Male,25 - 45,Hispanic,3,F,0
2152,3293,Female,25 - 45,Caucasian,0,F,0
2153,3294,Female,Less than 25,Other,0,M,1
2154,3295,Male,25 - 45,Hispanic,0,M,0
2155,3298,Male,25 - 45,Caucasian,6,M,0
2156,3299,Male,25 - 45,African-American,3,F,1
2157,3300,Male,Greater than 45,Caucasian,13,F,1
2158,3301,Female,25 - 45,African-American,0,M,0
2159,3302,Female,25 - 45,Caucasian,2,F,1
2160,3304,Male,25 - 45,African-American,3,F,0
2161,3305,Female,Greater than 45,Caucasian,3,F,0
2162,3306,Male,25 - 45,Caucasian,1,M,0
2163,3309,Male,25 - 45,Caucasian,5,F,1
2164,3310,Male,25 - 45,Hispanic,1,M,0
2165,3312,Male,Greater than 45,Caucasian,1,M,0
2166,3314,Male,25 - 45,Caucasian,2,F,0
2167,3315,Male,Greater than 45,Caucasian,0,M,0
2168,3316,Female,25 - 45,Caucasian,4,M,1
2169,3318,Male,Greater than 45,Caucasian,9,F,0
2170,3319,Female,25 - 45,Caucasian,0,F,0
2171,3320,Male,Less than 25,Caucasian,0,F,0
2172,3322,Male,Less than 25,African-American,0,F,1
2173,3323,Male,25 - 45,African-American,4,M,1
2174,3324,Male,Greater than 45,Caucasian,0,M,0
2175,3325,Male,Greater than 45,Hispanic,0,M,0
2176,3326,Male,25 - 45,African-American,4,F,0
2177,3328,Female,Less than 25,African-American,1,F,1
2178,3329,Male,25 - 45,Caucasian,0,M,1
2179,3331,Male,25 - 45,African-American,3,F,1
2180,3332,Male,Greater than 45,African-American,1,F,0
2181,3333,Male,25 - 45,Caucasian,3,F,1
2182,3335,Female,25 - 45,Hispanic,0,M,1
2183,3337,Male,25 - 45,African-American,14,F,1
2184,3338,Male,Less than 25,African-American,0,M,0
2185,3339,Male,Greater than 45,Caucasian,0,F,0
2186,3340,Male,25 - 45,African-American,37,M,1
2187,3341,Male,Less than 25,African-American,2,F,0
2188,3342,Male,25 - 45,African-American,0,M,1
2189,3343,Male,Less than 25,African-American,1,F,1
2190,3344,Male,25 - 45,African-American,2,F,1
2191,3345,Female,25 - 45,Caucasian,2,F,0
2192,3347,Female,25 - 45,African-American,7,F,1
2193,3348,Male,25 - 45,Caucasian,7,F,1
2194,3349,Male,25 - 45,African-American,0,M,1
2195,3350,Male,25 - 45,African-American,1,F,0
2196,3351,Female,25 - 45,African-American,3,F,1
2197,3354,Male,25 - 45,African-American,1,F,1
2198,3356,Male,Greater than 45,Caucasian,3,F,0
2199,3357,Male,25 - 45,African-American,0,F,0
2200,3358,Male,25 - 45,African-American,1,F,0
2201,3359,Male,25 - 45,African-American,15,F,1
2202,3360,Male,Greater than 45,African-American,6,F,1
2203,3361,Male,25 - 45,African-American,1,F,0
2204,3362,Male,Less than 25,African-American,17,F,1
2205,3363,Male,25 - 45,Hispanic,0,F,1
2206,3369,Male,Less than 25,African-American,1,F,1
2207,3370,Female,25 - 45,Hispanic,1,F,1
2208,3371,Male,Less than 25,African-American,0,F,0
2209,3375,Male,Greater than 45,Hispanic,9,F,1
2210,3376,Female,25 - 45,Other,0,F,0
2211,3377,Female,25 - 45,Caucasian,0,F,0
2212,3379,Male,Less than 25,Other,1,F,0
2213,3380,Female,Greater than 45,African-American,1,F,0
2214,3381,Male,25 - 45,African-American,1,M,1
2215,3383,Male,Greater than 45,African-American,10,F,1
2216,3384,Male,Less than 25,Caucasian,1,F,0
2217,3385,Male,Greater than 45,African-American,7,M,0
2218,3386,Male,25 - 45,Caucasian,6,F,1
2219,3387,Male,Greater than 45,African-American,1,M,1
2220,3390,Male,Greater than 45,Caucasian,0,M,0
2221,3391,Female,25 - 45,African-American,9,M,1
2222,3392,Male,Greater than 45,Caucasian,0,M,0
2223,3393,Male,25 - 45,African-American,10,F,1
2224,3394,Male,Less than 25,Caucasian,3,F,1
2225,3395,Male,25 - 45,Other,0,F,1
2226,3396,Male,Greater than 45,African-American,0,M,0
2227,3397,Male,Greater than 45,African-American,1,M,0
2228,3398,Male,Less than 25,African-American,3,F,1
2229,3399,Male,25 - 45,African-American,13,F,0
2230,3401,Male,Greater than 45,African-American,3,M,1
2231,3403,Male,25 - 45,African-American,5,F,1
2232,3404,Male,Greater than 45,African-American,2,F,0
2233,3405,Female,25 - 45,African-American,7,F,0
2234,3406,Male,Less than 25,Caucasian,0,M,1
2235,3407,Male,Greater than 45,Caucasian,1,M,0
2236,3408,Female,Less than 25,Caucasian,0,F,1
2237,3409,Male,Less than 25,African-American,0,M,0
2238,3410,Male,Greater than 45,African-American,1,F,0
2239,3411,Female,25 - 45,Caucasian,0,F,0
2240,3412,Male,25 - 45,Caucasian,0,M,0
2241,3413,Male,25 - 45,Caucasian,0,F,1
2242,3415,Male,25 - 45,African-American,2,F,1
2243,3417,Male,25 - 45,Caucasian,3,F,0
2244,3418,Male,25 - 45,African-American,3,M,1
2245,3419,Male,25 - 45,African-American,7,F,1
2246,3420,Male,25 - 45,African-American,1,F,0
2247,3422,Male,25 - 45,Caucasian,0,F,1
2248,3423,Female,25 - 45,Caucasian,2,F,0
2249,3425,Male,Less than 25,Hispanic,6,F,1
2250,3426,Male,25 - 45,African-American,21,F,1
2251,3427,Female,25 - 45,Caucasian,0,M,0
2252,3429,Male,Less than 25,African-American,0,F,1
2253,3431,Female,25 - 45,African-American,0,M,0
2254,3434,Male,25 - 45,African-American,25,F,1
2255,3437,Female,Less than 25,Caucasian,0,F,0
2256,3438,Male,25 - 45,Caucasian,0,M,1
2257,3439,Male,25 - 45,Caucasian,0,F,0
2258,3440,Male,Less than 25,African-American,1,M,1
2259,3441,Male,Greater than 45,Caucasian,0,F,1
2260,3442,Male,25 - 45,African-American,11,F,1
2261,3444,Male,25 - 45,Caucasian,0,F,1
2262,3445,Male,25 - 45,Caucasian,1,M,0
2263,3446,Male,25 - 45,African-American,2,M,1
2264,3448,Female,25 - 45,African-American,12,F,1
2265,3449,Male,25 - 45,African-American,19,M,1
2266,3451,Male,Greater than 45,Caucasian,2,M,0
2267,3452,Male,25 - 45,African-American,3,F,0
2268,3453,Male,Greater than 45,African-American,15,F,1
2269,3454,Male,25 - 45,African-American,9,F,1
2270,3455,Female,25 - 45,African-American,1,F,0
2271,3456,Male,Less than 25,African-American,1,M,0
2272,3457,Male,Greater than 45,African-American,1,F,0
2273,3458,Male,25 - 45,Caucasian,1,M,0
2274,3460,Male,Less than 25,African-American,3,F,1
2275,3462,Male,25 - 45,Caucasian,1,M,1
2276,3463,Male,25 - 45,Caucasian,1,F,0
2277,3464,Male,Less than 25,Caucasian,1,F,1
2278,3465,Male,Greater than 45,Other,2,F,0
2279,3468,Male,25 - 45,African-American,3,F,1
2280,3470,Male,Less than 25,African-American,1,F,1
2281,3474,Male,25 - 45,Caucasian,4,F,1
2282,3475,Male,25 - 45,Caucasian,5,F,0
2283,3476,Male,25 - 45,African-American,6,M,1
2284,3479,Female,Less than 25,African-American,4,F,1
2285,3480,Male,Greater than 45,African-American,1,M,0
2286,3481,Female,25 - 45,African-American,2,M,1
2287,3483,Male,25 - 45,Caucasian,0,M,0
2288,3484,Male,Greater than 45,African-American,22,F,1
2289,3485,Male,25 - 45,African-American,4,F,1
2290,3487,Male,Greater than 45,Caucasian,7,F,0
2291,3488,Male,25 - 45,Caucasian,2,F,0
2292,3489,Female,Less than 25,African-American,1,F,0
2293,3491,Male,25 - 45,Hispanic,0,M,0
2294,3492,Male,Less than 25,African-American,3,F,0
2295,3493,Male,25 - 45,African-American,2,F,0
2296,3498,Male,25 - 45,African-American,7,F,1
2297,3499,Female,25 - 45,African-American,14,F,1
2298,3500,Male,25 - 45,Caucasian,2,M,0
2299,3501,Male,Less than 25,African-American,6,F,1
2300,3502,Male,25 - 45,Hispanic,1,F,1
2301,3504,Male,25 - 45,African-American,2,M,0
2302,3506,Male,25 - 45,African-American,7,M,0
2303,3507,Male,Greater than 45,Hispanic,0,F,0
2304,3508,Female,Less than 25,African-American,0,F,0
2305,3510,Male,25 - 45,Caucasian,10,M,1
2306,3511,Male,Less than 25,Caucasian,0,F,0
2307,3512,Male,25 - 45,African-American,5,F,1
2308,3515,Male,25 - 45,Caucasian,4,M,0
2309,3516,Male,25 - 45,Other,1,F,1
2310,3517,Male,Greater than 45,Hispanic,1,F,1
2311,3519,Male,Greater than 45,African-American,8,F,1
2312,3521,Male,Less than 25,African-American,1,F,1
2313,3523,Male,Greater than 45,Caucasian,1,F,0
2314,3525,Male,Greater than 45,Caucasian,5,F,0
2315,3528,Female,Less than 25,African-American,0,F,0
2316,3529,Male,25 - 45,Hispanic,0,F,0
2317,3531,Female,25 - 45,Caucasian,2,F,0
2318,3533,Male,25 - 45,Caucasian,8,F,1
2319,3534,Male,Greater than 45,Caucasian,1,M,0
2320,3535,Male,25 - 45,Caucasian,2,F,0
2321,3536,Male,25 - 45,Caucasian,0,F,1
2322,3538,Male,Less than 25,African-American,1,F,0
2323,3539,Male,25 - 45,African-American,3,F,0
2324,3540,Male,Less than 25,Caucasian,0,F,0
2325,3541,Male,Greater than 45,African-American,4,M,0
2326,3542,Male,Less than 25,Caucasian,0,F,1
2327,3543,Female,25 - 45,Caucasian,4,F,1
2328,3544,Male,Less than 25,African-American,1,F,1
2329,3546,Male,Less than 25,Hispanic,0,F,0
2330,3547,Male,Greater than 45,African-American,3,F,0
2331,3550,Male,25 - 45,African-American,7,F,1
2332,3551,Male,Less than 25,African-American,1,F,1
2333,3552,Male,25 - 45,Caucasian,0,M,0
2334,3554,Male,Greater than 45,Caucasian,3,F,0
2335,3556,Male,25 - 45,Hispanic,0,F,0
2336,3557,Male,Less than 25,Hispanic,1,F,1
2337,3560,Male,25 - 45,Caucasian,4,F,0
2338,3562,Male,Greater than 45,African-American,0,F,0
2339,3563,Male,Greater than 45,African-American,17,F,1
2340,3564,Male,25 - 45,African-American,8,F,1
2341,3566,Male,Less than 25,Caucasian,1,F,0
2342,3568,Male,25 - 45,Caucasian,9,F,0
2343,3570,Male,25 - 45,Caucasian,0,M,1
2344,3571,Male,25 - 45,Caucasian,1,M,1
2345,3573,Male,25 - 45,African-American,1,F,0
2346,3574,Male,Less than 25,African-American,2,F,1
2347,3576,Male,Greater than 45,Caucasian,4,F,0
2348,3577,Male,25 - 45,African-American,4,F,0
2349,3578,Male,25 - 45,Hispanic,2,F,1
2350,3582,Female,25 - 45,Hispanic,0,M,1
2351,3584,Male,25 - 45,Caucasian,0,M,0
2352,3585,Male,Greater than 45,Caucasian,1,M,1
2353,3591,Male,25 - 45,Hispanic,2,F,0
2354,3593,Male,Greater than 45,Caucasian,1,F,0
2355,3594,Male,Greater than 45,African-American,1,M,1
2356,3596,Male,Greater than 45,Caucasian,0,F,0
2357,3597,Male,Less than 25,Caucasian,3,M,1
2358,3598,Male,25 - 45,African-American,1,F,0
2359,3600,Male,25 - 45,Hispanic,1,F,0
2360,3601,Female,25 - 45,African-American,10,M,1
2361,3602,Male,25 - 45,African-American,10,M,1
2362,3603,Male,25 - 45,African-American,6,F,1
2363,3604,Male,Greater than 45,Other,1,F,0
2364,3605,Male,25 - 45,African-American,0,F,0
2365,3607,Male,Greater than 45,Caucasian,3,M,1
2366,3611,Male,Greater than 45,Caucasian,10,F,0
2367,3614,Male,25 - 45,African-American,1,F,1
2368,3616,Male,Greater than 45,African-American,10,F,1
2369,3617,Male,25 - 45,African-American,4,M,0
2370,3618,Male,25 - 45,Caucasian,10,F,1
2371,3619,Male,25 - 45,African-American,4,F,0
2372,3620,Female,Greater than 45,Caucasian,0,M,0
2373,3622,Male,25 - 45,African-American,3,M,0
2374,3624,Male,Less than 25,African-American,1,F,1
2375,3626,Male,Greater than 45,Caucasian,0,F,0
2376,3627,Male,25 - 45,Caucasian,16,M,0
2377,3628,Male,Less than 25,African-American,4,F,1
2378,3629,Male,Less than 25,African-American,0,F,1
2379,3630,Male,Greater than 45,Caucasian,0,F,0
2380,3631,Female,25 - 45,Caucasian,0,M,0
2381,3634,Male,25 - 45,Caucasian,0,F,0
2382,3635,Female,Less than 25,African-American,2,F,0
2383,3636,Female,Greater than 45,African-American,7,F,0
2384,3639,Male,25 - 45,African-American,0,M,0
2385,3641,Male,25 - 45,Caucasian,0,M,0
2386,3642,Male,25 - 45,African-American,3,F,1
2387,3643,Male,Less than 25,African-American,1,F,1
2388,3645,Male,25 - 45,Caucasian,0,M,0
2389,3646,Male,25 - 45,Caucasian,11,F,1
2390,3647,Male,Less than 25,African-American,0,F,0
2391,3648,Male,Greater than 45,African-American,10,F,1
2392,3649,Male,25 - 45,African-American,4,F,1
2393,3652,Male,25 - 45,African-American,1,F,1
2394,3653,Male,25 - 45,African-American,0,F,0
2395,3655,Male,Greater than 45,African-American,1,F,0
2396,3656,Male,Less than 25,African-American,0,M,0
2397,3657,Female,25 - 45,African-American,0,M,0
2398,3658,Male,Greater than 45,Other,0,M,0
2399,3659,Male,Greater than 45,Caucasian,1,F,0
2400,3660,Male,Greater than 45,Other,2,F,0
2401,3661,Male,Greater than 45,African-American,16,F,1
2402,3662,Male,25 - 45,African-American,4,F,0
2403,3663,Male,25 - 45,African-American,8,F,0
2404,3666,Female,25 - 45,African-American,0,M,0
2405,3667,Male,25 - 45,African-American,1,M,0
2406,3668,Male,25 - 45,African-American,4,M,0
2407,3669,Female,25 - 45,Caucasian,12,F,1
2408,3671,Male,25 - 45,Caucasian,0,M,0
2409,3673,Male,25 - 45,Other,0,F,0
2410,3674,Female,25 - 45,African-American,0,F,0
2411,3675,Male,25 - 45,African-American,9,F,1
2412,3676,Male,Greater than 45,African-American,1,F,0
2413,3678,Male,25 - 45,Caucasian,1,F,0
2414,3679,Female,Greater than 45,Caucasian,0,M,1
2415,3681,Female,Greater than 45,African-American,8,F,0
2416,3684,Male,25 - 45,African-American,5,F,1
2417,3685,Male,25 - 45,African-American,1,M,1
2418,3687,Male,Greater than 45,African-American,13,F,1
2419,3691,Male,Less than 25,Other,0,M,1
2420,3692,Male,25 - 45,African-American,8,F,1
2421,3693,Male,Less than 25,African-American,0,M,0
2422,3696,Male,Less than 25,African-American,1,F,0
2423,3697,Male,Greater than 45,Caucasian,0,M,0
2424,3698,Male,Greater than 45,Caucasian,0,F,0
2425,3699,Male,25 - 45,Caucasian,1,F,0
2426,3700,Male,Less than 25,African-American,1,F,1
2427,3701,Male,Greater than 45,African-American,30,F,0
2428,3702,Male,Greater than 45,Caucasian,5,F,1
2429,3703,Male,Greater than 45,Caucasian,0,M,0
2430,3704,Female,25 - 45,Hispanic,0,F,0
2431,3705,Male,Greater than 45,Caucasian,2,M,0
2432,3706,Female,25 - 45,African-American,1,F,0
2433,3709,Female,25 - 45,African-American,0,F,0
2434,3710,Male,Less than 25,African-American,1,F,1
2435,3711,Male,25 - 45,Caucasian,0,F,1
2436,3712,Male,Greater than 45,African-American,2,F,0
2437,3713,Male,25 - 45,African-American,1,F,1
2438,3714,Male,Greater than 45,Caucasian,1,M,0
2439,3716,Male,Greater than 45,African-American,4,F,0
2440,3719,Male,Less than 25,African-American,2,F,0
2441,3720,Male,Greater than 45,Caucasian,33,F,1
2442,3721,Female,Greater than 45,Caucasian,1,F,0
2443,3722,Male,Less than 25,African-American,1,M,1
2444,3724,Male,25 - 45,Hispanic,1,M,0
2445,3725,Male,Less than 25,African-American,4,F,1
2446,3726,Female,25 - 45,Hispanic,0,F,0
2447,3728,Male,Greater than 45,Other,0,M,0
2448,3729,Male,25 - 45,African-American,0,F,0
2449,3730,Male,Less than 25,Hispanic,0,F,1
2450,3732,Male,25 - 45,African-American,1,M,0
2451,3736,Male,25 - 45,Caucasian,4,F,0
2452,3737,Female,25 - 45,Caucasian,0,F,0
2453,3738,Male,25 - 45,Caucasian,14,F,0
2454,3739,Male,Greater than 45,Caucasian,1,M,0
2455,3740,Female,Less than 25,African-American,2,F,0
2456,3741,Male,25 - 45,African-American,15,F,0
2457,3742,Male,25 - 45,African-American,6,F,1
2458,3743,Male,Less than 25,African-American,1,F,0
2459,3744,Male,Greater than 45,African-American,1,M,0
2460,3745,Male,25 - 45,Caucasian,2,F,1
2461,3747,Male,25 - 45,Caucasian,1,M,0
2462,3749,Male,25 - 45,African-American,1,F,1
2463,3751,Male,25 - 45,African-American,18,M,1
2464,3754,Male,Less than 25,African-American,1,F,1
2465,3757,Male,25 - 45,Caucasian,1,F,1
2466,3758,Male,Greater than 45,African-American,3,M,0
2467,3759,Female,25 - 45,African-American,14,F,0
2468,3761,Male,25 - 45,African-American,7,F,1
2469,3763,Male,25 - 45,African-American,20,F,1
2470,3765,Male,25 - 45,Caucasian,0,F,1
2471,3766,Male,Less than 25,Caucasian,0,M,1
2472,3767,Male,25 - 45,Caucasian,2,F,1
2473,3768,Female,25 - 45,African-American,1,M,0
2474,3769,Male,Greater than 45,Caucasian,0,M,0
2475,3771,Male,25 - 45,African-American,5,F,1
2476,3772,Male,Less than 25,Caucasian,3,F,1
2477,3773,Male,Less than 25,Hispanic,0,M,0
2478,3774,Male,Greater than 45,Caucasian,0,M,0
2479,3776,Female,25 - 45,Caucasian,0,M,0
2480,3778,Male,25 - 45,Caucasian,1,M,1
2481,3779,Male,25 - 45,African-American,1,M,0
2482,3780,Male,Less than 25,Caucasian,2,M,0
2483,3781,Male,25 - 45,African-American,14,F,0
2484,3782,Male,25 - 45,African-American,16,F,1
2485,3783,Male,25 - 45,Caucasian,0,F,0
2486,3785,Male,Less than 25,Caucasian,1,M,0
2487,3787,Male,25 - 45,African-American,1,F,1
2488,3788,Male,25 - 45,Caucasian,0,F,0
2489,3789,Male,25 - 45,Caucasian,0,F,0
2490,3790,Male,25 - 45,Caucasian,1,F,0
2491,3792,Male,Greater than 45,Caucasian,6,F,0
2492,3793,Male,25 - 45,Caucasian,1,F,1
2493,3794,Male,Greater than 45,African-American,0,F,1
2494,3797,Male,25 - 45,African-American,7,F,0
2495,3799,Male,25 - 45,African-American,0,M,0
2496,3800,Male,25 - 45,African-American,8,F,1
2497,3801,Male,Greater than 45,Caucasian,0,M,0
2498,3802,Male,Greater than 45,African-American,0,M,1
2499,3804,Male,25 - 45,African-American,1,M,0
2500,3805,Male,25 - 45,Caucasian,0,F,1
2501,3807,Female,25 - 45,Caucasian,1,M,1
2502,3809,Male,25 - 45,Caucasian,9,M,1
2503,3811,Male,Greater than 45,African-American,2,F,1
2504,3812,Male,25 - 45,African-American,1,F,1
2505,3814,Male,25 - 45,African-American,2,F,0
2506,3816,Male,Less than 25,Other,5,M,1
2507,3817,Female,Less than 25,African-American,4,M,1
2508,3818,Male,Less than 25,African-American,1,M,0
2509,3820,Male,25 - 45,Other,3,M,0
2510,3821,Female,Greater than 45,African-American,2,F,0
2511,3824,Male,25 - 45,African-American,2,M,1
2512,3826,Male,Greater than 45,African-American,6,M,1
2513,3828,Male,25 - 45,Caucasian,8,F,1
2514,3830,Female,25 - 45,African-American,0,M,0
2515,3831,Male,Less than 25,Caucasian,0,F,1
2516,3834,Male,Greater than 45,African-American,1,F,0
2517,3835,Female,Greater than 45,Caucasian,0,M,0
2518,3836,Male,Greater than 45,Caucasian,0,F,0
2519,3838,Male,Greater than 45,African-American,1,M,0
2520,3839,Male,Greater than 45,African-American,3,M,1
2521,3840,Male,25 - 45,African-American,5,F,0
2522,3841,Male,Greater than 45,Caucasian,1,F,0
2523,3842,Male,25 - 45,Hispanic,2,F,0
2524,3843,Female,Greater than 45,Hispanic,2,M,1
2525,3847,Male,Less than 25,African-American,2,F,1
2526,3848,Male,25 - 45,African-American,5,F,1
2527,3853,Male,25 - 45,African-American,4,M,0
2528,3854,Male,Less than 25,African-American,1,F,1
2529,3855,Male,Greater than 45,Caucasian,3,M,0
2530,3856,Female,25 - 45,African-American,7,F,0
2531,3857,Female,25 - 45,African-American,0,F,0
2532,3858,Female,25 - 45,African-American,3,F,1
2533,3859,Male,25 - 45,Other,2,F,1
2534,3860,Male,Greater than 45,Caucasian,0,M,0
2535,3862,Male,25 - 45,Caucasian,0,M,0
2536,3863,Male,25 - 45,Caucasian,0,M,0
2537,3864,Male,Greater than 45,Caucasian,0,M,0
2538,3865,Male,Less than 25,African-American,0,M,0
2539,3867,Male,Greater than 45,African-American,22,M,0
2540,3869,Male,25 - 45,African-American,0,M,0
2541,3870,Male,25 - 45,African-American,9,F,1
2542,3872,Male,Less than 25,Caucasian,1,F,0
2543,3879,Male,25 - 45,Caucasian,0,M,0
2544,3880,Male,Greater than 45,African-American,0,F,1
2545,3881,Male,25 - 45,African-American,10,F,1
2546,3882,Male,Less than 25,Caucasian,0,F,0
2547,3884,Female,Greater than 45,Caucasian,0,F,1
2548,3885,Male,Greater than 45,Caucasian,2,M,1
2549,3888,Female,Greater than 45,African-American,5,F,0
2550,3890,Male,25 - 45,Other,11,F,0
2551,3891,Female,Less than 25,African-American,0,F,1
2552,3896,Male,Less than 25,Hispanic,6,M,1
2553,3897,Male,25 - 45,Caucasian,0,F,1
2554,3898,Male,Greater than 45,Caucasian,2,F,0
2555,3899,Male,25 - 45,African-American,11,F,1
2556,3902,Male,25 - 45,Caucasian,5,M,0
2557,3903,Female,25 - 45,African-American,1,F,1
2558,3904,Female,Greater than 45,African-American,0,M,0
2559,3906,Male,25 - 45,African-American,13,F,1
2560,3907,Male,Greater than 45,Hispanic,0,F,0
2561,3909,Male,25 - 45,Caucasian,13,F,1
2562,3910,Male,25 - 45,African-American,5,M,1
